"School","City","Perioxi","Category","Subcategory","Organization","Facebook","Website","Logo","Address","TK","Phone","email","Courses","Place","Rensponsible","Description","Verified","mobile","type","toPublish","UID","id","about","page_token","link","description","checkins","category","website","UID","picture","cover","emails","phone","street","longitude","latitude","located_in"
"AikidoWestEnd","Αθήνα","ΑΧΑΡΝΑΙ-main","Πολεμικές τέχνες","Aikido",,"https://www.facebook.com/Aikido-WEST-END-285433488152733/",,,,,,,,,,,,,,,"763","285433488152733","Κώστας Αγγελόπουλος","Aikido-WEST-END-285433488152733","https://www.facebook.com/Aikido-WEST-END-285433488152733/","Παρουσιάζονται ενημερώσεις σχετικά με την εκπαίδευση στο aikido στο χώρος μας, καθώς και σχετικά θέματα με την εκπαίδευση στο Aikido.","0","Stadium, Arena & Sports Venue","http://www.aikidowestend.gr","763","https://scontent.xx.fbcdn.net/v/t1.0-1/c44.44.554.554/s50x50/320140_285444734818275_1521651572_n.jpg?oh=15a36ccbefa7ccac02b9538efb5bdfc3&oe=5B3B3198","https://scontent.xx.fbcdn.net/v/t1.0-0/p480x480/189345_513344165361663_1899622106_n.jpg?oh=a58b0bd1a707695af6cb36a6c26cd06e&oe=5B466121","info@zannesstudios.gr","6937281427","Λ Δημοκρατιας 307, Αχαρνές.",,,
"El Abrazo","Αθήνα",,"Χορός",,,"https://www.facebook.com/elabrazotangoscholi","http://www.elabrazotango.gr/",,"Kapeten Petroutsou 7, Athina 115 23, Greece",,"21 0644 4958","info@elabrazotango.gr",,,,,,,,,"80","123187557845085","Ανανεωμένα ωράρια και ιστοσελίδα: www.elabrazotango.gr ","elabrazotangoscholi","https://www.facebook.com/elabrazotangoscholi/","Ο Gabriel Marino ήρθε στην Ελλάδα από την γενέτειρά του την Αργεντινή μόλις πριν λίγα χρόνια κουβαλώντας μια μεγάλη εμπειρία πάνω στο Αργεντίνικο tango. Ενώ η Έλλη Καραδήμου ξεκίνησε από την Ελλάδα για να βρεθεί στην Αργεντινή για να μελετήσει τον αγαπημένο της χορό. Κάπου στη μέση συναντήθηκαν… κι έχοντας ο καθένας μια μεγάλη εμπειρία διδακτική, χορευτική και οργανωτική συνενώθηκαν για να δημιουργήσουν ένα χορευτικό ζευγάρι με όραμα και πίστη στο αυθεντικό tango. Τον Ιούλιο του 2011 στέφθηκαν πρωταθλητές Ευρώπης στον Πανευρωπαϊκό διαγωνισμό (Τορίνο, Ιταλία) και ήταν φιναλίστ στον παγκόσμιο διαγωνισμό στο Buenos Aires. Διδάσκουν, χορεύουν και χορογραφούν στην Ελλάδα και περιοδεύουν στο εξωτερικό για παραστάσεις και σεμινάρια (Αργεντινή, Αγγλία, Τουρκία, Γερμανία, Ιταλία). Διαμόρφωσαν τη σχολή χορού «El Abrazo” με την ιδέα να δημιουργήσουν ένα χώρο αφιερωμένο στο αυθεντικό tango, όπως αυτό χορεύεται και διδάσκεται στην γενέτειρά του, την Αργεντινή. Στην σχολή χορού «El abrazo» διδάσκεται διεξοδικά το tango σε όλες τις μορφές του και σε όλα τα επίπεδα. Η σχολή προσφέρει επίσης μαθήματα ευρύτερης χορευτικής παιδείας για όποιον θέλει να έχει μια σφαιρική παιδεία πάνω στο χορό, αλλά και για την αναψυχή μας. Στη σχολή μας προσφέρονται τα παρακάτω μαθήματα: Tango argentino /tango escenario/ Milonga / Vals / Τécnica Barre a terre / Danza clasica / Σύγχρονο χορό και ένα ειδικό πακέτο με πλήρης πρόσβαση σε όλα τα μαθήματα!","951","Dance School","http://www.elabrazotango.gr/","80","https://scontent.xx.fbcdn.net/v/t1.0-1/c44.0.50.50/p50x50/1234495_218333354997171_1375206267_n.jpg?oh=f5be167cf5542c17986929971a2d0d36&oe=5B0AACF6","https://scontent.xx.fbcdn.net/v/t31.0-8/s720x720/25532084_897083867122113_4616607941832291435_o.jpg?oh=0b29741e76cc6238f925b7b181059c14&oe=5B3FB8AD",,"(0030) 210 6444 958","Kapetan Petroutsou 5-7","23.7597275","37.9893913",
"Masagatsu Dojo","Αθήνα","ΠΕΤΡΟΥΠΟΛΗ","Πολεμικές τέχνες","Aikido",,"https://el-gr.facebook.com/Masagatsudojo/",,,,,,,,,,,,,,,"1604","269435376746029","Χώρος εκμάθησης του παραδοσιακού στυλ της τέχνης του Aikido, του Aikikai.","Masagatsudojo","https://www.facebook.com/Masagatsudojo/","Το Masagatsu Dojo, τμήμα Aikido του Αθλ. Ομίλου ""ΑΣΤΡΑΠΗ"" Πετρούπολης, διδάσκει την παραδοσιακή τέχνη του Aikido. Tο αϊκίντο είναι Ιαπωνική πολεμική τέχνη, και ιδρύθηκε από τον Μοριχέι Ουεσίμπα (1883-1969) ως αποτέλεσμα της μακρόχρονης εξάσκησης του σε πολλά διαφορετικά είδη παραδοσιακών πολεμικών τεχνών της εποχής του, όπως: Tζου τζίτσου (άοπλες τεχνικές) Kεν τζίτσου (τεχνικές σπαθιού) Tζο τζίτσου (τεχνικές ραβδιού) Για περισσότερες πληροφορίες επικοινωνήστε μαζί μας. ","0","Stadium, Arena & Sports Venue",,"1604","https://scontent.xx.fbcdn.net/v/t1.0-1/p50x50/14199300_295799954109571_1726016761450827769_n.png?oh=9aaf25b20a525c8d288251c24e9e4188&oe=5B434654","https://scontent.xx.fbcdn.net/v/t1.0-9/s720x720/13645359_269438880079012_4451560831017585013_n.jpg?oh=a27c475ef0ad344eda338007c6735026&oe=5B00AD27","masagatsudojo@gmail.com","+30 694 659 9557","Κώστα Βάρναλη 3","23.6833","38.05",
"ΑΕ ΜΕΣΟΓΕΙΩΝ ΑΜΕΙΝΙΑΣ ΠΑΛΗΝΕΥΣ","ΑΘΗΝΑ","ΠΑΛΛΗΝΗ","Αθλητισμός","Στίβος",,"https://el-gr.facebook.com/aemameinias/",,,"Τ.Θ 67457","15302","210 6004291",,,,,,,,,,"1497","355485318117458","Η επίσημη σελίδα του αθλητικού σωματείου Στίβου: Αθλητική Ένωση Μεσογείων ""Αμείνίας ο Παλληνεύς"".","aemameinias","https://www.facebook.com/aemameinias/",,"18","Sports Team","http://www.ameinias.gr","1497","https://scontent.xx.fbcdn.net/v/t1.0-1/p50x50/14568016_355617824770874_6658180513206871544_n.jpg?oh=c71c881419298631f82ec7a9d5615aca&oe=5B421A6A","https://scontent.xx.fbcdn.net/v/t31.0-8/s720x720/26910583_629620737370580_5417720750976975239_o.png?oh=6948a56f7f90a08bb48e739925fe589c&oe=5B4358FC",,"693 64 51 692","Ανοιχτό Γήπεδο Παλλήνης","23.8721991","38.0050833",
"Umibe no Dojo","Αθήνα","ΑΡΤΕΜΙΔΑ-main","Πολεμικές τέχνες","Aikido",,"https://el-gr.facebook.com/%CE%91%CE%B8%CE%BB%CE%B7%CF%84%CE%B9%CE%BA%CE%BF%CF%82-%CE%A3%CF%85%CE%BB%CE%BB%CE%BF%CE%B3%CE%BF%CF%82-%CE%91%CF%81%CF%84%CE%B5%CE%BC%CE%B9%CE%B4%CE%BF%CF%82-JUDO-437544283104721/",,,,,,,,,,,,,,,"742","437544283104721","Αθλητικος Σύλλογος τηλ: 6932202076, 6945396993 ","Αθλητικος-Συλλογος-Αρτεμιδος-JUDO-437544283104721","https://www.facebook.com/Αθλητικος-Συλλογος-Αρτεμιδος-JUDO-437544283104721/",,"57","Gym/Physical Fitness Center",,"742","https://scontent.xx.fbcdn.net/v/t1.0-1/p50x50/21314279_728117354047411_1467812180848987282_n.jpg?oh=b7fdd3559bc2d2d4a015f272359befc1&oe=5B03441D","https://scontent.xx.fbcdn.net/v/t31.0-8/s720x720/20024117_703961749796305_226800844782488928_o.jpg?oh=4d4cca5320e3c3db1a537978b5df5fc7&oe=5B4CF12D","asajudo@yahoo.gr","2294083663","Λ. ΒΡΑΥΡΩΝΟΣ 68","24.0122776","37.9375725",
"Ιχθείς Aqua Club Baby Swimming Θεσσαλονίκη Ακαδημίες Κολύμβησης Aqua Yoga","Θεσσαλονίκη",,"BABY SWIMMING",,,"https://www.facebook.com/Ixtheis.babyswimthessaloniki/","http://www.babyswimthessaloniki.gr/",,"St. Luke's General Clinic, Pilea Chortiatis 552 36, Greece",,"695 506 6413","info@babyswimthessaloniki.gr",,,,,,,,,"113","117468518353161","www.babyswimthessaloniki.gr","Ixtheis.babyswimthessaloniki","https://www.facebook.com/Ixtheis.babyswimthessaloniki/",,"198","Sports & Fitness Instruction","www.babyswimthessaloniki.gr","113","https://scontent.xx.fbcdn.net/v/t1.0-1/p50x50/14358817_856928327740506_2409239199672630635_n.jpg?oh=a650d9e96d22ccf2d76bcd536cf445fa&oe=5B47A11B","https://scontent.xx.fbcdn.net/v/t31.0-8/s720x720/19693813_1250694258363909_749836824777755274_o.jpg?oh=00a3aa45a30e99253dc1cfc68ccbcbcf&oe=5B0BD4A8","info@babyswimthessaloniki.gr","2313054671","Μιαούλη 18","22.95455","40.57358",
"Dais Athletic Center Amarousio","Αθήνα",,"BABY SWIMMING",,,"http://www.facebook.com/SportsCenterDais","http://sports.daiscenter.gr/",,"Mesogion 151, Marousi 151 26, Greece",,"21 0618 6050",,,,,,,,,,"103","159248980805417","Αθλητικό Κέντρο Δαΐς","SportsCenterDais","https://www.facebook.com/SportsCenterDais/","Το Αθλητικό Κέντρο Δαΐς είναι ένας πρότυπος, υπερσύγχρονος, «πολυ-χώρος» που συνδυάζει αρμονικά την άθληση και την ψυχαγωγία. Οι υπηρεσίες του Δαΐς προσφέρονται για όλες τις ηλικίες. Στους χώρους του αθλητικού μας κέντρου μπορεί να αθληθεί όλη η οικογένεια: Οι γονείς έχουν την δυνατότητα να γυμναστούν στην αίθουσα ενδυνάμωσης, να κολυμπήσουν στο κλειστό θερμαινόμενο κολυμβητήριο, ή να συμμετάσχουν σε πάνω από 25 ομαδικά προγράμματα, όπως αεροβική, yoga, pilates, tae bo και σουηδική γυμναστική. Ταυτόχρονα, στις ακαδημίες τα παιδιά μπορούν να συμμετάσχουν σε 10 διαφορετικά προγράμματα άθλησης, όπως ποδόσφαιρο, μπάσκετ, τένις, χάντμπολ, καράτε, βόλεϊ και στίβο. Σε όλα του τα μέλη το Δαΐς προσφέρει πλήρη ιατρική κάλυψη, και υπηρεσίες αποκατάστασης, ενώ τα προγράμματα των μελών διαμορφώνονται κάτω υπό την επίβλεψη εργοφυσιολόγου. Ακόμη, στο αθλητικό κέντρο διατίθενται προς ενοικίαση εξωτερικά γήπεδα μπάσκετ, τένις, βόλεϊ, ποδοσφαίρου 5x5, στίβος 200 μέτρων με προδιαγραφές IAAF και κλειστή αίθουσα αθλοπαιδιών χωρητικότητας 800 θέσεων για αθλητική χρήση ή παιδικά πάρτι. ΩΡΑΡΙΟ ΛΕΙΤΟΥΡΓΙΑΣ: Δευτέρα ως Παρασκευή 6:30-23:30 Σαββατοκύριακο 8:30-20:30 ","5925","Gym/Physical Fitness Center","https://www.daissports.com/","103","https://scontent.xx.fbcdn.net/v/t1.0-1/p50x50/522914_372057559524557_2125081877_n.jpg?oh=39c374382def26843aadff484279188d&oe=5B47816A","https://scontent.xx.fbcdn.net/v/t1.0-9/s720x720/28870033_1823918547671777_5353773599193328290_n.png?oh=5bd03c85e2b03016b6c29a08b2362ac9&oe=5B3AFDB5","dais@daiscenter.gr","210.61.86.050","Mesogion 151","23.820142144167","38.040038544285","185744258109070"
"Athens Lindy Hop | Μαθήματα Swing Χορού","Αθήνα",,"Χορός",,,"https://el-gr.facebook.com/AthensLindyHopSwingDancing/","http://www.athenslindyhop.com/",,"Fthiotidos 24, Athina 115 23, Greece",,,,,,,,,,,,"91","326780467505244","Learn the Original Swing Dances....","AthensLindyHopSwingDancing","https://www.facebook.com/AthensLindyHopSwingDancing/","Enthusiastic Swing Dance team... Spreading the love for the Swing Dances from the 20's - 50's: - Lindy Hop - Authentic Jazz - Charleston - Balboa - Shag - Blues - Boogie Woogie.... Find out about classes, parties, workshops, performances and more at www.athenslindyhop.com Swing you out there!","399","Dance Studio","http://www.athenslindyhop.com","91","https://scontent.xx.fbcdn.net/v/t1.0-1/c1.0.50.50/p50x50/10407245_326780577505233_1091471091585127039_n.jpg?oh=342181811598a9864e82b938b9f18c28&oe=5B4BD93B","https://scontent.xx.fbcdn.net/v/t31.0-8/s720x720/28515921_831667327016553_8791630026713483367_o.jpg?oh=3bac141a955dbe2fc82a29e5ed83bdb6&oe=5B05D6BD","info@athenslindyhop.com",,"Φθιώτιδος 24","23.7608315","37.9899411",
"Athens Center of Capoeira Corpo Fechado","Αθήνα",,"Πολεμικές τέχνες","Capoeira",,"https://www.facebook.com/athenscapoeira.gr/","http://www.athenscapoeira.gr/",,"Kallirrois 10, Athina 117 43, Greece",,"693 879 3131","info@athenscapoeira.gr",,,,,,,,,"92","764741456970709","Τα μαθήματα γίνονται στην Αθήνα από τους Νίκος Φωτιάδης και Άκης Σταύρου υπό την επίβλεψη και καθοδήγηση του Professor Simba της ομάδας Cordão de Ouro","athenscapoeira.gr","https://www.facebook.com/athenscapoeira.gr/","Η σχολή Capoeira Αθήνας Corpo Fechado δημιουργήθηκε στα τέλη του 2014 και το όνομα μεταφράζεται κυριολεκτικά σαν “κλειστό σώμα” και είναι μία μεταφορά για το άφθαρτο σώμα, μία ιδιότητα που όμως λέει ο θρύλος είχε αποκτήσει ο Besouro Cordão de Ouro (Manoel Henrique Pereira), ένας capoeirista σύμβολο στις αρχές του 20ου αιώνα. Η Capoeira είναι μία αφροβραζιλιάνικη μορφή τέχνης που συνδυάζει μάχη, χορό, παιχνίδι, ρυθμό και κίνηση. Είναι ένας διάλογος μεταξύ των παικτών, μια συνομιλία μέσω της κίνησης που μπορεί να πάρει πολλές αποχρώσεις ανθρώπινης εκφραστικότητας. Είναι ένα δημιουργικό και δυναμικό σύστημα έκφρασης και δομημένου αυτοσχεδιασμού. Η εκμάθηση γίνεται βάση τεχνικών, χορογραφημένων κινήσεων, αυτοσχεδιασμού και σωματικής ενδυνάμωσης εστιάζοντας στην συνεργασία και την ανάπτυξη εμπιστοσύνης μεταξύ των ασκούμενων. Έχει μουσικές και κινησιολογικές βάσεις στην Αφρική που έχουν αναμιχθεί με ιθαγενή και Ευρωπαϊκά στοιχεία, δημιουργώντας μια πολυπολιτισμική τέχνη που έχει καθιερωθεί σαν σύμβολο ελευθερίας ανά τον κόσμο. Εξελίχτηκε στη Βραζιλία από αφρικανούς σκλάβους, κυρίως από την περιοχή της Angola, οι οποίοι αρχικά μεταφέρθηκαν από την Αφρική για να χρησιμεύσουν ως εργατικά χέρια από τους Πορτογάλους αποικιοκράτες στην παραγωγή ζαχαροκάλαμου. Οι σκλάβοι έφεραν ζωντανή την κουλτούρα τους και οι διάφορες εκφράσεις της αποτέλεσαν βασικά στοιχεία κατά τη δημιουργία και την εξέλιξη της τέχνης.","144","Martial Arts School","https://www.athenscapoeira.gr","92","https://scontent.xx.fbcdn.net/v/t1.0-1/p50x50/15977509_1054485161329669_2831303671088761304_n.jpg?oh=aa9388982265466e10c6e463b412fcc9&oe=5B468E2E","https://scontent.xx.fbcdn.net/v/t31.0-8/q81/s720x720/19452998_1203295356448648_805198117821707445_o.jpg?oh=1d2a57295a7dae43001708b0d6835e47&oe=5B3E2687","info@athenscapoeira.gr","6938793131 - 6971910932","Argolidos 48","23.760831356049","37.990802089579",
"Ιχθείς Aqua Club","Θεσσαλονίκη",,"BABY SWIMMING",,,"https://www.facebook.com/Ixtheis.babyswimthessaloniki/","http://www.babyswimthessaloniki.gr/",,"Miaouli 18, Kalamaria 551 32",,"698 966 5757","info@babyswimthessaloniki.gr",,,,,,,,,"112","117468518353161","www.babyswimthessaloniki.gr","Ixtheis.babyswimthessaloniki","https://www.facebook.com/Ixtheis.babyswimthessaloniki/",,"198","Sports & Fitness Instruction","www.babyswimthessaloniki.gr","112","https://scontent.xx.fbcdn.net/v/t1.0-1/p50x50/14358817_856928327740506_2409239199672630635_n.jpg?oh=a650d9e96d22ccf2d76bcd536cf445fa&oe=5B47A11B","https://scontent.xx.fbcdn.net/v/t31.0-8/s720x720/19693813_1250694258363909_749836824777755274_o.jpg?oh=00a3aa45a30e99253dc1cfc68ccbcbcf&oe=5B0BD4A8","info@babyswimthessaloniki.gr","2313054671","Μιαούλη 18","22.95455","40.57358",
"Barracão da Capoeira Athens","Αθήνα",,"Πολεμικές τέχνες","Capoeira",,"https://www.facebook.com/capoeiraAthens/?fref=ts","http://www.barracaodacapoeira.gr/",,"Skouze 5, Athina 105 60, Greece",,,,,,,,,,,,"95","656244457751184",,"capoeiraAthens","https://www.facebook.com/capoeiraAthens/","Flavio Augusto Antunes da Veiga ‘ Mestre Pepeto ‘ was born in the city Guarantingueta, Sao Paulo, Brazil in 1981. He started training Capoeira in 1997 at the age of 16 with the famous teacher and renown capoeira Mestre , Jose Antonio dos Santos de Almeida . In 2004 he received the title of ” Professor ” in Capoeira, a certified teacher’s title from the Federation of Capoeira in Brazil. In 2005 he became a “Contra Mestre”, which is an honorary title and one of the highest certificates in Capoeira. During the same period, he participated in various performances of Afrobrazilian dance and taught Capoeira to adults and children in his hometown Guaratingueta , in Sao Paulo, Brazil. In 2007 he came to Greece in order to teach Capoeira. In 2009 he begun his collaboration with various enterprises and took part in various adverts of famous companies such as Forthnet, Sony Ericsson , Nivea, Vodafone , Cosmote , Fnac. He collaborated with the Municipality of Athens, as well as with the Municipality of Agios Dimitrios . In 2013 he obtained the highest teachers’ title “Master in Capoeira ”. From 2007 up to the 2017 he gave many Capoeira classes and seminars in Russia, France, Latvia, Italy, Germany, Austria, Hungary, Cyprus and the UK. In London he is invited regularly to give seminars and classes at “The Place” and the “Dance Attic”. In 2014 he took part at the 52th Lefkas’ Folklor Festival, where he organized all capoeira and afro-brazilian dance performances. For one period he was a personal trainer of the TV presenter and model, Jenny Balatsinou. He has presented his work in the Greek TV in many occasions. He has performed capoeira in various TV shows in ANT1 – Mega TV – Alpha and MTV. In February 2016 he conducted and presented a Maculele show at the TV channel “Alpha” for the Petros Kostopoulos’ show. He lives and works in Athens since 2007. www.barracaodacapoeira.gr","153","Sport","http://barracaodacapoeira.gr/","95","https://scontent.xx.fbcdn.net/v/t1.0-1/p50x50/27750938_1857658914276393_8967635476010635030_n.jpg?oh=d3efb234189ea6b4fa78d9d5ed6eec65&oe=5B067E9A","https://scontent.xx.fbcdn.net/v/t1.0-9/s720x720/27545031_1858525320856419_8396752145694477712_n.jpg?oh=67b6975375d1af6304161415eefa5333&oe=5B440BDD","pepeto.capoeira@gmail.com","306985074663","Skouze,5 Monastiraki","23.72887","37.97733",
"Holmes Place East Med B.V.","Αθήνα",,"BABY SWIMMING",,,"http://www.facebook.com/holmesplacegreece?fref=ts","http://holmesplace.gr/",,"5 Sekeri & Kanari, Athina 106 71, Greece",,"21 0747 5600","maroussi@holmesplace.gr",,,,,,,,,"102","153668021350971","Enjoy the journey! http://holmesplace.gr","holmesplacegreece","https://www.facebook.com/holmesplacegreece/","Με αφετηρία το Chelsea του Λονδίνου το 1980, μέχρι και σήμερα, τα Holmes Place Clubs αποτελούν τον ιδανικό προορισμό ευεξίας. Με μια ομάδα που ξεπερνά τα 3.000 στελέχη διεθνώς και με πάνω από 75 fitness & wellness clubs υψηλών προδιαγραφών σε διάφορες Ευρωπαϊκές χώρες, όπως Αυστρία, Ελβετία, Γερμανία, Τσεχία, Ουγγαρία, Πολωνία και Ισραήλ, εμπνέουμε περισσότερα από 300.000 μέλη μας να ζουν μια καλύτερη ζωή. Τον Ιανουάριο του 2002, η Holmes Place Greece ξεκίνησε τη δραστηριότητά της στην Ελλάδα, με το άνοιγμα του πρώτου της club στο Μαρούσι, σε έναν πλήρως ανακαινισμένο, υπερσύγχρονο και πολυτελή χώρο 5.300 τ.μ. όπου σήμερα χιλιάδες μέλη του απολαμβάνουν έναν καλύτερο τρόπο ζωής. Τον Οκτώβριο του 2005 εγκαινιάστηκε και δεύτερο Holmes Place Club στην καρδιά της Αθήνας, συνεχίζοντας την ήδη επιτυχημένη πορεία της εταιρείας στην Ελλάδα. Πρόκειται για έναν υπερπολυτελή χώρο που αποτελεί το “flagship club” της εταιρείας και θέτει νέα standards για τα health clubs. Tο Holmes Place Athens, ένα από τα πιο προνομιακά ομώνυμα clubs ανά τον κόσμο, στεγάζεται στο μεγαλύτερο Εμπορικό Κέντρο της πόλης, το City Link (πρώην Μετοχικό Ταμείο Στρατού) και καλύπτει 3.000 τ.μ. σε τρία διαφορετικά επίπεδα, δίνοντας νέα πνοή και ενέργεια στον τρόπο ζωής των Αθηναίων και αποτελώντας τον ιδανικό προορισμό απόδρασης και αναζωογόνησης γι' αυτούς. To τρίτο κατά σειρά Club της Holmes Place Greece, το Holmes Place Glyfada, άνοιξε τις πόρτες του την 1η Απριλίου 2012, επί της οδού Γρηγορίου Λαμπράκη 83 στη Γλυφάδα. Το αυτόνομο σύγχρονης αισθητικής κτίριο, εναρμονίζεται άψογα με το φυσικό περιβάλλον και τον outdoor τρόπο ζωής των κατοίκων των Ν. Προαστίων, προσφέροντας αίσθηση wellness, απεριόριστη θέα και πολλούς εξωτερικούς χώρους για άθληση, αλλά και χαλάρωση.","8635","Gym/Physical Fitness Center","http://www.holmesplace.gr","102","https://scontent.xx.fbcdn.net/v/t1.0-1/c1.0.50.50/p50x50/12047100_996296623754769_5128536325600398403_n.png?oh=7e855839ba61004aee86d323be315a5b&oe=5B4AAF01","https://scontent.xx.fbcdn.net/v/t1.0-9/s720x720/28576732_1983135471737541_8435100221276115060_n.png?oh=ead40e2b9f2d8bf76ad90b511d1d9bdd&oe=5B453D84","athens@holmesplace.gr,maroussi@holmesplace.gr,glyfada@holmesplace.gr",,,,,
"Α.Ο. ΑΙΓΑΛΕΩ","Αθήνα","Αιγάλεω","Αθλητισμός","Κολύμβηση",,"https://www.facebook.com/AOAigaleoOfficial/","http://aoaigaleo.gr/%CE%BA%CE%BF%CE%BB%CF%8D%CE%BC%CE%B2%CE%B7%CF%83%CE%B7/",,"Ν.Πλαστήρα 20",,"(210) 5982800","ao.aigaleo@gmail.com",,,,,,,,,"637","424007157788526","Επίσημη σελίδα Α.Ο. Αιγάλεω","AOAigaleoOfficial","https://www.facebook.com/AOAigaleoOfficial/",,"0","Sports Team","http://www.aoaigaleo.gr","637","https://scontent.xx.fbcdn.net/v/t1.0-1/p50x50/27973759_773857499470155_2974352144946048896_n.png?oh=67ccee00e49e4aea0a9283dd008d2ad5&oe=5B094130","https://scontent.xx.fbcdn.net/v/t1.0-9/s720x720/28577913_783821215140450_2107055929714675947_n.png?oh=1172c093852a1768857edf5691bf8365&oe=5B3AFFCC","info@aoaigaleo.gr",,"Ν.Πλαστηρα 20",,,
"Fukushinkan","Αθήνα","Κέντρο-Αθήνα","Πολεμικές τέχνες","Aikido",,"https://www.facebook.com/Hellenic-Aikido-Association-Fukushinkan-Dojo-official-Athens-Greece-268826066481640/","http://www.hellenicaikido.gr/",,,,,,,,,,,,,,"1124","268826066481640","Eίναι η σύμμετρη και αρμονική ανάπτυξη των σωματικών και ψυχικών δυνάμεων και η δημιουργία ισχυρών χαρακτήρων και προσωπικοτήτων ","Hellenic-Aikido-Association-Fukushinkan-Dojo-official-Athens-Greece-268826066481640","https://www.facebook.com/Hellenic-Aikido-Association-Fukushinkan-Dojo-official-Athens-Greece-268826066481640/",,"8","Community","http://www.hellenicaikido.gr","1124","https://scontent.xx.fbcdn.net/v/t1.0-1/c0.0.50.50/p50x50/10410726_1074128165951422_6493586831611108932_n.jpg?oh=5adc4c82c87dc57c7831e8663a94d603&oe=5B0C7AFD","https://scontent.xx.fbcdn.net/v/t1.0-0/p180x540/12565383_1076361122394793_7631827799939144485_n.jpg?oh=0eb26af857f4f0c5edc1b3febc28b87f&oe=5B35FB62",,,"3is Septemvriou 144",,,
"ΑΟ ΦΙΛΟΘΕΗΣ","ΑΘΗΝΑ","ΦΙΛΟΘΕΗ","Αθλητισμός","Στίβος",,"https://el-gr.facebook.com/aof1956/","http://filothei.org/filothei/",,"ΠΛΑΤΕΙΑ ΚΑΛΛΙΓΑ 77","15237","210 6819118",,,,,,,,,,"1738","894797927223462","Ο Αθλητικός Όμιλος Φιλοθέης ιδρύθηκε το 1956 και έχει ως έδρα το Δημοτικό Γυμναστήριο Φιλοθέης << Στέλιος Κυριακίδης >>,Καλλιγά 77,Φιλοθέη.","aof1956","https://www.facebook.com/aof1956/",,"460","Sports Club","http://www.filothei.org","1738","https://scontent.xx.fbcdn.net/v/t1.0-1/p50x50/12072661_894803477222907_2909881115855155985_n.jpg?oh=be54f933fc34fdc511eea3e7b6ce93d9&oe=5B0A555E","https://scontent.xx.fbcdn.net/v/t31.0-8/s720x720/27624926_1532796596756922_7067723804045017354_o.jpg?oh=5ccb90e5f101f1c2c5c11b6b35c942bb&oe=5B451A1E","aof1956@gmail.com","302106841218","Kalliga 77","23.7806969","38.0274277",
"Hellenic Inochikan Aikikai","Αθήνα","ΑΝΩ ΠΑΤΗΣΙΑ-main","Πολεμικές τέχνες","Aikido",,"https://el-gr.facebook.com/inochikan/","http://dojo.inochikan.com/index.php/gr/",,"Neigi 17, Athina 111 43, Greece",,,,,,,,,,,,"708","1.44537230569239E+15","Aikido & Kenpo Karate","inochikan","https://www.facebook.com/inochikan/",,"169","Martial Arts School","http://www.inochikan.com","708","https://scontent.xx.fbcdn.net/v/t1.0-1/c3.0.50.50/p50x50/11067490_1640208089542141_1643349896859805987_n.jpg?oh=643036497f2cae4c9731127915c7436a&oe=5B0953BD","https://scontent.xx.fbcdn.net/v/t31.0-8/s720x720/10010804_1467009790195306_1852621415_o.jpg?oh=d818c772f8528e2f7f0dd892f980a159&oe=5B045216",,"302107654321","Κερατεα Παπαφλεσσα & Ποσειδωνος 1","23.722735","37.966235",
"ΑΟ ΟΛΥΜΠΙΑΔΑ ΚΗΦΙΣΙΑ ΕΟΚΑ","ΑΘΗΝΑ","ΚΗΦΙΣΙΑ","Αθλητισμός","Στίβος",,"https://el-gr.facebook.com/%CE%91%CE%B8%CE%BB%CE%B7%CF%84%CE%B9%CE%BA%CF%8C%CF%82-%CE%8C%CE%BC%CE%B9%CE%BB%CE%BF%CF%82-%CE%9F%CE%BB%CF%85%CE%BC%CF%80%CE%B9%CE%AC%CE%B4%CE%B1-%CE%9A%CE%B7%CF%86%CE%B9%CF%83%CE%B9%CE%AC%CF%82-EOKA-313832605872/",,,"ΛΕΩΦ.ΚΗΦΙΣΙΑΣ 192","14562",,,,,,,,,,,"1156","313832605872",,"Αθλητικός-Όμιλος-Ολυμπιάδα-Κηφισιάς-EOKA-313832605872","https://www.facebook.com/Αθλητικός-Όμιλος-Ολυμπιάδα-Κηφισιάς-EOKA-313832605872/",,"0","Amateur Sports Team",,"1156","https://scontent.xx.fbcdn.net/v/t1.0-1/c5.0.50.50/p50x50/12105822_10153530801500873_6067939341772405596_n.png?oh=5952cd50293844e01ce0a368a62403f8&oe=5B35CA4A","https://scontent.xx.fbcdn.net/v/t31.0-8/s720x720/14188491_10154258611280873_2608792160286453597_o.jpg?oh=c835fe29582c59a2664adff50c5dff54&oe=5B374209","aol.kifisias@gmail.com","6908498983 6973820364","Kifissias Ave 192",,,
