School,City,Perioxi,Category,Subcategory,Organization,Facebook,Website,Logo,Address,TK,Phone,email,Courses,Place,Rensponsible,Description,Verified,map block field,έτος ίδρυσης,data origin,mobile,Eidos,To publish
Α.Σ ΤΡΩΕΣ ΑΛΙΜΟΥ,,,Πολεμικές τέχνες,"Kickboxing,Boxing",,http://www.fightsports.gr/perioxi/attiki/www.facebook.com/workouthall,,http://www.fightsports.gr/wp-content/uploads/2014/10/troes-alimou-work-out-hall-logo.jpg,"Κυβέλης & Ρόδων 6,Άλιμος",,210 99 02 038,info@workouthall.gr,,,,,,,,fightsports.gr,6980 04 09 99,,
The Brotherhood,Αθήνα,ΆγιοςΔημήτριος,Πολεμικές τέχνες,,,http://www.facebook.com/TheBrotherhooMFT,,1175446_627686877262264_1869250256_n.jpg,"Υπολοχαγού Καπετανάκη 53, Άγιος Δημήτριος, ΤΚ 17342",17342,,thebrotherhoodmft@gmail.com,,,,,,,,wefit,,,
Zambidis Club,Αθήνα,ΑγίαΠαρασκευή,Πολεμικές τέχνες,,,http://www.facebook.com/pages/ZAMBIDIS-CLUB/115201665186091?fref=ts,http://www.zambidisclub.gr/,zambidisclub.jpg,"Κλεισθένους 121, Αγία Παρασκευή, ΤΚ 15343",15343,,agiaparaskevi@zambidisclub.gr,,,,,,,,wefit,,,
K1 GYM,,,Πολεμικές τέχνες,"Brazilian Jiu Jitsu,MMA,Kickboxing,Boxing",,http://www.facebook.com/pages/K1-GYM/395867683809750,,http://www.fightsports.gr/wp-content/uploads/2013/12/1236358_582586648471185_285329743_n.jpg,"1.Αρκαδίας 8,Γέρακας - 2.Λεωφόρος Φλέμινγκ 57,Ραφήνα - 3.Σκόπελος",,210 66 17 246,twins_hellas@yahoo.gr,,,,,,,,fightsports.gr,6909 092 195,,
FIGHT HEALTH CLUB,Αθήνα,Αμπελόκηποι,Κλειστού Χώρου,ΓΥΜΝΑΣΤΗΡΙΟ,,http://www.facebook.com/pages/FIGHT-HEALTH-CLUB/325501730891434,http://www.fighthealthclub.gr/,131994_326661830775424_1321255941_o.png,"Χατζηκωνσταντή Μιχαήλ 39, Αμπελόκηποι, TK 11524",11524,,info@fighthealthclub.gr,,,,,,,,wefit,,,
Doo be bop,Αθήνα,Κολωνάκι,Κλειστού Χώρου,ΓΥΜΝΑΣΤΗΡΙΟ,,http://www.facebook.com/pages/Doo-be-bop/688971794466170,http://www.doobebop.gr/,542232_688974624465887_383948521_n.png,"Ομήρου 66, Κολωνάκι, ΤΚ 10672",10672,,info@doobebop.gr,,,,,,,,wefit,,,
Α.Σ ΜΕΓΑΣ ΑΛΕΞΑΝΔΡΟΣ ΜΑΓΟΥΛΑΣ,,,Πολεμικές τέχνες,"Kickboxing,Boxing",,http://www.facebook.com/pages/%CE%91%CE%A3-%CE%9C%CE%95%CE%93%CE%91%CE%A3-%CE%91%CE%9B%CE%95%CE%9E%CE%91%CE%9D%CE%94%CE%A1%CE%9F%CE%A3-%CE%9C%CE%91%CE%93%CE%9F%CE%A5%CE%9B%CE%91%CE%A3/199942133384884,,http://www.fightsports.gr/wp-content/uploads/2013/04/580472_482153458497082_2042943741_n.jpg,"1.Κρήνης 2,Μαγούλα - 2.Ελ. Βενιζέλου 20,Μέγαρα - 3.Ιωλκού 27,Καματερό",,,hazaridis_kostas@yahoo.gr,,,,,,,,fightsports.gr,6980 895 477,,
Α.Γ.Σ. Πρωτέας Ραφήνας,,,Πολεμικές τέχνες,"Kickboxing,Tae Kwon Do,Judo",,http://www.facebook.com/pages/%CE%91-%CE%93-%CE%A3-%CE%A0%CE%A1%CE%A9%CE%A4%CE%95%CE%91%CE%A3-%CE%A1%CE%91%CE%A6%CE%97%CE%9D%CE%91%CE%A3/269793783033183,,http://www.fightsports.gr/wp-content/uploads/2013/06/524253_423806427631917_403822848_n.jpg,"Ευβοϊκού 37,Ραφήνα",,2294 023 750,poliapo@yahoo.gr,,,,,,,,fightsports.gr,,,
Fight Academy,,,Πολεμικές τέχνες,"Thai Boxing,Kickboxing,Boxing",,http://www.facebook.com/martial.arts.athens/info?ref=ts#!/martial.arts.athens,,http://www.fightsports.gr/wp-content/uploads/2013/01/13348671_10208406937164112_1646601817_n.jpg,"Κλείτορος 3, Περιστέρι",,,info@fightacademy.gr,,,,,,,,fightsports.gr,697 2500678,,
LM GYM,Αθήνα,Κολωνάκι,Κλειστού Χώρου,ΓΥΜΝΑΣΤΗΡΙΟ,,http://www.facebook.com/lmgym,http://www.lmgym.gr/,67402_171920852823305_8353265_n.jpg,"Πλατεία Κολωνακίου 20, Κολωνάκι, ΤΚ 10674",10674,,info@imgym.gr,,,,,,,,wefit,,,
Σύλλογος Μαχητικών Αθλημάτων Δροσιάς,,,Πολεμικές τέχνες,"Kickboxing,Boxing,Karate",,http://www.facebook.com/kathistos.tavros?fref=ts,,http://www.fightsports.gr/wp-content/uploads/2013/06/Σύλλογος-Μαχητικών-Αθλημάτων-Δροσιάς.jpg,"Σολωμού 17 & Ρόδων,Δροσιά",,210 80 78 233,ndrossopoulos@yahoo.gr,,,,,,,,fightsports.gr,6937 298 230,,
Α.Σ Πυγμή,,,Πολεμικές τέχνες,"Thai Boxing,Ju Jitsu,Παγκράτιο,MMA,Kickboxing,Karate",,http://www.facebook.com/groups/1394979094050387/,,http://www.fightsports.gr/wp-content/uploads/2013/12/Α.Σ-πυγμή.jpg,"Βυζαντίου 121,Καλογρέζα-Νέα Ιωνία",,211 40 92 053,,,,,,,,,fightsports.gr,6983 109 565,,
Α.Ο Αττικός,,,Πολεμικές τέχνες,"Ju Jitsu,Παγκράτιο,Karate,Judo",,http://www.facebook.com/groups/132835660073143/,,http://www.fightsports.gr/wp-content/uploads/2013/02/36843_133185970037087_7677108_n.jpg,"Aγ.Κηρύκου 42, Περιστέρι-Ανθούπολη",,,paparisnick@yahoo.gr,,,,,,,,fightsports.gr,6936 617 701,,
Geobukan,Αθήνα,ΔίλοφοΒάρης,Πολεμικές τέχνες,,,http://www.facebook.com/GeobukanBudoAcedemygbaGZantiotis?fref=ts,http://geobukan.gr/home.php,logo (21).jpg,"Λ. Βάρης 15, Δίλοφο Βάρης, ΤΚ 16672",16672,,geobukan@gmail.com,,,,,,,,wefit,,,
Flamingo Fitness Club,Αθήνα,Παγκράτι,Κλειστού Χώρου,ΓΥΜΝΑΣΤΗΡΙΟ,,http://www.facebook.com/flamingogymathens,http://flamingofitness.gr/,flamingo_logo1.png,"Αντήνορος 31, Παγκράτι, ΤΚ 11634",11634,,valba@otenet.gr,,,,,,,,wefit,,,
Central Gym,Αθήνα,Αμπελόκηποι,Κλειστού Χώρου,ΓΥΜΝΑΣΤΗΡΙΟ,,http://www.facebook.com/CentralFitnessGym/info,http://www.centralfitnessgym.gr/,1535027_793254657367309_949778407_n.jpg,"Άρτης & Μπιζανίου 4, Αμπελόκηποι, ΤΚ 11523",11523,,info@centralfitnessgym.gr,,,,,,,,wefit,,,
Α.Σ Σπάρτακος Νίκαιας,,,Πολεμικές τέχνες,"Sanda,Kickboxing",,http://www.facebook.com/angel.wushu,,http://www.fightsports.gr/wp-content/uploads/2013/12/1482320_10200407753276579_771064619_n.jpg,"1.Πέτρου Ράλλη 294, Nίκαια - 2.Λεωφόρος Ειρήνης 68,Πέραμα",,210 49 79 009,info@spartakosnikaias.gr,,,,,,,,fightsports.gr,6958 460 882,,
ALMA Pilates,Αθήνα,Κολωνάκι,Κλειστού Χώρου,PILATES,,http://www.facebook.com/alma.pilates.5?ref=br_rs,http://www.almapilates.gr/,alma.jpg,"Καρνεάδου 12, Κολωνάκι, ΤΚ 10675",10675,,info@almapilates.gr,,,,,,,,wefit,,,
ΥΔΡΑΪΚΟΣ ΝΑΥΤΙΚΟΣ ΟΜΙΛΟΣ,Ύδρα,,Αθλητισμός,Κολύμβηση,,,www.ydraikosno.gr,,,,(22980) 52904,yno@otenet.gr,,,,,,,,omospondia,,,
Όμιλοι Ιππασίας,Αθήνα,,Αθλητισμός,Ιππασία,,,www.trot.gr,,,,,,,,,,,,,http://www.athensattica.gr/el/,,,
Σύνδεσμος Θεραπευτικής Ιππασίας,Αθήνα,,Αθλητισμός,Ιππασία,,,www.trag.gr,,,,,,,,,,,,,http://www.athensattica.gr/el/,,,
Α.Σ ΘΗΣΕΑΣ ΚΑΛΛΙΘΕΑΣ,Αθήνα,Καλλιθέα,Πολεμικές τέχνες,,,,www.thiseas-taekwondo.gr/,https://www.polemikes-tehnes.gr/pics/logos/b/201802822326415.jpg,,,, ,,,,,,,,polemikes-texnes.gr,,,
ΑΟ ΤΑΤΑΥΛΑ,ΑΘΗΝΑ,ΑΡΓΥΡΟΥΠΟΛΗ,Αθλητισμός,Volley,,,www.tatavlasc.gr,,ΜΕΓΑΛΗ ΤΟΥ ΓΕΝΟΥΣ ΣΧΟΛΗ 10,,2109402473,,,,,,,,,espeda.gr,,,
Π.Α.Σ. ΓΙΑΝΝΙΝΑ      ΚΟΛΥΜΒΗΤΙΚΟ ΤΜΗΜΑ,Ιωάννινα,,Αθλητισμός,Κολύμβηση,,,www.swimmingpasgiannina.gr,,Φ.Τζαβέλα 18      ,,(26510) 72066,contact@swimmingpasgiannena.gr,,,,,,,,omospondia,,,
"ΑΘΛΗΤΙΚΟΣ ΝΑΥΤΙΚΟΣ ΟΜΙΛΟΣ ΜΕΤΑΜΟΡΦΩΣΗΣ ""ΣΚΑΘΑΡΙΑ""",Αθήνα,Μεταμόρφωση,Αθλητισμός,Κολύμβηση,,,www.skatharia.gr,,Κύμης & Απόλλωνος             ,,(210) 2847679,info@skatharia.gr ,,,,,,,,omospondia,,,
Shinkage Ryu Iaido - Asunarokai Dojo,Αθήνα,Αγ.Δημήτριος,Πολεμικές τέχνες,,,,www.shinkageryu.gr,https://www.polemikes-tehnes.gr/pics/logos/b/63.jpg,,,, asunarokai@shinkageryu.gr,,,,,,,,polemikes-texnes.gr,,,
ΠΑΡΑΔΟΣΙΑΚΟ ΣΑΟΛΙΝ «Η ΠΗΓΗ ΤΟΥ ΝΕΑΡΟΥ ΔΑΣΟΥΣ»,,,Πολεμικές τέχνες,,,,www.shaolin.com.gr,https://www.polemikes-tehnes.gr/pics/logos/b/2013102015479364.jpg,,,, info@shaolin.com.gr,,,,,,,,polemikes-texnes.gr,,,
"Aθλητικός Σύλλογος Σύγχρονων Πολεμικών Τεχνών Χανίων ""ΣΚΟΡΠΙΟΣ""",Χανιά,,Πολεμικές τέχνες,,,,www.scorpionclub.com,https://www.polemikes-tehnes.gr/pics/logos/b/15.jpg,,,, info@scorpionclub.com,,,,,,,,polemikes-texnes.gr,,,
ΑΘΛΗΤΙΚΟ ΣΩΜΑΤΕΙΟ ΚΟΛΛΕΓΙΟ ΡΟΔΟΥ,Ρόδος,,Αθλητισμός,Κολύμβηση,,,www.rodos-college.gr,,10ο χλμ Ρόδου-Λίνδου  Τ.Θ.,,(22410)  87747-9,akadimies@rodos-college.gr,,,,,,,,omospondia,,,
Ιππικός Όμιλος Αθηνών,Αθήνα,,Αθλητισμός,Ιππασία,,,www.riding-school.org/el,,,,,,,,,,,,,http://www.athensattica.gr/el/,,,
ΑΘΛΗΤΙΚΟΣ ΝΑΥΤΙΚΟΣ ΟΜΙΛΟΣ ΠΡΩΤΕΑΣ ΛΑΜΙΑΣ ,Λαμία,,Αθλητισμός,Κολύμβηση,,,www.proteaslamias.gr,,ΕΡΥΘΡΟΥ ΣΤΑΥΡΟΥ 1    ,,(22310) 23637,postmaster@proteaslamias.gr ,,,,,,,,omospondia,,,
ΚΟΛΥΜΒΗΤΙΚΟΣ ΟΜΙΛΟΣ ΠΟΣΕΙΔΩΝ ΙΛΙΣΙΩΝ,Αθήνα,Ανω Ιλίσια,Αθλητισμός,Κολύμβηση,,,www.posidonas-ilision.gr,,ΑΡΑΔΟΥ 5      ,,(210) 7757231,info@posidonas-ilision.gr,,,,,,,,omospondia,,,
ΠΟΣΕΙΔΩΝΑΣ ΞΑΝΘΗΣ Α.Ο.,Ξάνθη,,Αθλητισμός,Κολύμβηση,,,www.poseidonas-xanthis.gr,,Δημοτικό Κολυμβητήριο  Ξάνθης,,(25410) 71909,poseidonas_xanthis@yahoo.gr,,,,,,,,omospondia,,,
ΠΟΣΕΙΔΩΝ ΙΩΑΝΝΙΝΩΝ ΑΘΛΗΤΙΚΟΣ ΟΜΙΛΟΣ,Ιωάννινα,,Αθλητισμός,Κολύμβηση,,,www.poseidon-ioanninon.gr,,Μ.Κοτοπούλη 66-68      ,,(26510) 25818,posioan@otenet.gr,,,,,,,,omospondia,,,
ΑΟΦ ΠΟΡΦΥΡΑΣ,ΑΘΗΝΑ,ΚΑΜΑΤΕΡΟ,Αθλητισμός,Volley,,,www.porfyrasvolley.blogspot.gr/,,ΑΚΤΗ ΘΕΜΙΣΤΟΚΛΕΟΥΣ (ΕΝΑΝΤΙ) 130,,2105621834,,,,,,,,,espeda.gr,,,
ΠΑΝΙΩΝΙΟΣ ΓΥΜΝΑΣΤΙΚΟΣ ΣΥΛΛΟΓΟΣ ΣΜΥΡΝΗΣ,Αθήνα,ΝέαΣμύρνη,Αθλητισμός,Κολύμβηση,,,www.pgss.gr,,Ιωάννου Χρυσοστόμου 1 ,,(210) 9343723,info@pgss.gr,,,,,,,,omospondia,,,
ΓΣ ΠΕΤΡΟΥΠΟΛΗΣ,ΑΘΗΝΑ,,Αθλητισμός,Volley,,,www.petroupolivolley.gr,,ΕΛΑΙΩΝ 186,,2105061727,,,,,,,,,espeda.gr,,,
ΑΣ ΠΕΡΙΣΤΕΡΙ,ΑΘΗΝΑ,,Αθλητισμός,Volley,,,www.peristerivolley.gr,,ΠΕΥΚΩΝ & ΚΕΔΡΩΝ ,,2118006502,,,,,,,,,espeda.gr,,,
ΠΕΙΡΑΪΚΟΣ ΣΥΝΔΕΣΜΟΣ,ΑΘΗΝΑ,ΝΙΚΑΙΑ,Αθλητισμός,Volley,,,www.peiraikos.gr,,ΚΑΡΑΪΣΚΟΥ 104,,2104130521,,,,,,,,,espeda.gr,,,
ΓΣ ΠΑΝΙΩΝΙΟΣ,ΑΘΗΝΑ,ΔΡΑΠΕΤΣΩΝΑ,Αθλητισμός,Volley,,,www.panionios.gr,,ΧΡΥΣΟΣΤΟΜΟΥ 1,,2109323550,,,,,,,,,espeda.gr,,,
ΟΜΙΛΟΣ ΘΑΛΑΣΣΙΩΝ ΑΘΛΗΜΑΤΩΝ ΚΑΒΑΛΑΣ,Καβάλα,,Αθλητισμός,Κολύμβηση,,,www.othak.gr,,Παραλιακή Λεωφόρος ,,(2510) 220464,othakavalas@gmail.com ,,,,,,,,omospondia,,,
ΟΛΥΜΠΙΑΚΟΣ ΣΥΝΔΕΣΜΟΣ ΦΙΛΑΘΛΩΝ ΠΕΙΡΑΙΩΣ,Αθήνα,Πειραιάς,Αθλητισμός,Κολύμβηση,,,www.olympiakos.gr,,Πλατεία Αλεξάνδρας     ,,(210) 4190802-3,erasitechnis@olympiakos.gr,,,,,,,,omospondia,,,
ΟΛΥΜΠΙΑΚΟΣ ΣΦΠ,ΑΘΗΝΑ,ΚΕΡΑΤΣΙΝΙ,Αθλητισμός,Volley,,,www.olympiakos.gr,,ΠΛΑΤΕΙΑ ΑΛΕΞΑΝΔΡΑΣ ,,2104111692,,,,,,,,,espeda.gr,,,
ΑΘΛΗΤΙΚΟΣ ΟΜΙΛΟΣ ΟΛΥΜΠΙΑΔΑ ΠΕΤΡΟΥΠΟΛΗΣ,Αθήνα,Πετρούπολη,Αθλητισμός,Κολύμβηση,,,www.olympiada.org.gr,,Κ.Βάρναλη 8          ,,(210) 5050000,olpet96@yahoo.gr,,,,,,,,omospondia,,,
OΜΙΛΟΣ ΦΙΛΩΝ  ΘΑΛΑΣΣΗΣΘΕΣΣΑΛΟΝΙΚΗΣ,Θεσσαλονίκη,,Αθλητισμός,Κολύμβηση,,,www.ofth.gr,,Λεωφ.Μεγ.Αλεξάνδρου 10     ,,(2310) 831333,info@ofth.gr,,,,,,,,omospondia,,,
Ο.Φ.Ν. ΙΩΝΙΑΣ,Αθήνα,ΝέαΙωνία,Αθλητισμός,Κολύμβηση,,,www.ofni.gr,,Μεσολογγίου 40            ,,(210) 2799200,niriides.swim@gmail.com ,,,,,,,,omospondia,,,
ΟΜΙΛOΣ ΕΡΑΣΙΤΕΧΝΩΝ ΑΛΙΕΩΝ & ΝΑΥΤΙΚΩΝ ΑΘΛΗΜΑΤΩΝ ΒΟΛΟΥ (O.E.A.N.A.B.),Βόλος,,Αθλητισμός,Κολύμβηση,,,www.oeanav.gr,,Ακτή Αγ.Κων/νου      ,,(24210) 30237,oeanavolos@yahoo.gr,,,,,,,,omospondia,,,
ΑΣ ΟΔΥΣΣΕΑΣ ΑΓ.ΒΑΡΒΑΡΑΣ,ΑΘΗΝΑ,,Αθλητισμός,Volley,,,www.odysseusbc.gr,,Αριστοτέλους  6,,,,,,,,,,,espeda.gr,,,
ΝΑΥΤΙΚΟΣ ΟΜΙΛΟΣ ΧΙΟΥ ,Χίος,,Αθλητισμός,Κολύμβηση,,,www.noxiou.gr,,Κλεάρχου Νενητούση 1 ,,(22710) 23448,contact@noxiou.gr ,,,,,,,,omospondia,,,
ΝΑΥΤΙΚΟΣ ΟΜΙΛΟΣ ΧΑΝΙΩΝ,Χανιά,,Αθλητισμός,Κολύμβηση,,,www.nox.gr,,Ακτή Κανάρη   ,,(28210) 96078,info@nox.gr,,,,,,,,omospondia,,,
ΝΑΥΤΙΚΟΣ ΟΜΙΛΟΣ ΒΟΥΛΙΑΓΜΕΝΗΣ,Αθήνα,Βουλιαγμένη,Αθλητισμός,Κολύμβηση,,,www.nov.gr,,Λαιμός       166,,(210)   8962416,nov@nov.gr,,,,,,,,omospondia,,,
ΝΑΥΤΙΚΟΣ ΟΜΙΛΟΣ ΛΑΡΙΣΑΣ,Λάρισα,,Αθλητισμός,Κολύμβηση,,,www.nolarisas.gr,,Φ.ΠΑΝΝΑ & ΑΝΑΞΑΓΟΡΑ  ,,(2410)   535049,nolarisas@gmail.com,,,,,,,,omospondia,,,
ΝΑΥΤΙΚΟΣ ΟΜΙΛΟΣ ΚΥΠΑΡΙΣΣΙΑΣ,Κυπαρισσία,,Αθλητισμός,Κολύμβηση,,,www.noky.gr,,Δημ. κολυμβητήριο    ,,(27610)   23445,,,,,,,,,omospondia,,,
ΝΑΥΤΙΚΟΣ ΟΜΙΛΟΣ ΚΟΡΙΝΘΟΥ,Κόρινθος,,Αθλητισμός,Κολύμβηση,,,www.nokorinthou.gr,,Λ.Aργους   ,,(27410)   28630,info@nokorinthou.gr,,,,,,,,omospondia,,,
ΝΑΥΤΙΚΟΣ ΟΜΙΛΟΣ ΚΑΒΑΛΑΣ ,Καβάλα,,Αθλητισμός,Κολύμβηση,,,www.nokavalas.gr,,Παραλιακή Λεωφ. Καβάλας,,(2510) 222897,info@nokavalas.gr,,,,,,,,omospondia,,,
ΝΑΥΤΙΚΟΣ ΟΜΙΛΟΣ ΚΑΛΑΜΑΤΑΣ,Καλαμάτα,,Αθλητισμός,Κολύμβηση,,,www.nok.gr,,Ακτή Ν.Ο.Κ.             ,,(27210)   22367,klmnc@otenet.gr,,,,,,,,omospondia,,,
ΝΑΥΤΑΘΛΗΤΙΚΟΣ ΟΜΙΛΟΣ ΑΛΕΞΑΝΔΡΟΥΠΟΛΗΣ,Αλεξανδρούπολη,,Αθλητισμός,Κολύμβηση,,,www.noalex.gr,,Τ.Θ. 40     ,,(25510) 28209,secretary@noalex.gr,,,,,,,,omospondia,,,
ΑΘΛΗΤΙΚΟΣ ΟΜΙΛΟΣ ΝΗΡΕΑΣ ΧΑΛΑΝΔΡΙΟΥ ,Αθήνα,Χαλάνδρι,Αθλητισμός,Κολύμβηση,,,www.nireashal.com,,Λεωφ. Πεντέλης 150   ,,(210) 6827722,nireasx@otenet.gr,,,,,,,,omospondia,,,
ΑΘΛΗΤΙΚΟΣ ΟΜΙΛΟΣ ΝΗΡΕΑΣ ΓΕΡΑΚΑ ,Αθήνα,Γέρακας,Αθλητισμός,Κολύμβηση,,,www.nireasgeraka.gr,,Αριστογείτονος & Κόνωνος,,(210) 6654159,info@swimmers.gr,,,,,,,,omospondia,,,
"ΑΚΑΔΗΜΙΑ ΚΟΛΥΜΒΗΣΗΣ ΠΑΤΡΑΣ ""Ο ΝΗΡΕΑΣ""",Πάτρα,,Αθλητισμός,Κολύμβηση,,,www.nireas-patras.com,,Αλ.Υψηλάντου 125       ,,(2610) 465180,nireas@nireas-patras.com,,,,,,,,omospondia,,,
Α.Σ. ΝΗΡΕΑΣ ΒΕΡΟΙΑΣ,Βέροια,,Αθλητισμός,Κολύμβηση,,,www.nhreas.gr,,1ο χλμ ΒΕΡΟΙΑΣ-ΑΜΜΟΥ    ,,(23310) 754941,info@nhreas.gr,,,,,,,,omospondia,,,
ΝΑΥΤΑΘΛΗΤΙΚΗ ΕΝΩΣΗ ΠΑΤΡΩΝ,Πάτρα,,Αθλητισμός,Κολύμβηση,,,www.nep.org/,,Χαραλάμπη 54  ,,(2610) 428911,info@nep.org.gr,,,,,,,,omospondia,,,
ΝΑΥΤΙΚΟΣ ΑΘΛΗΤΙΚΟΣ ΟΜΙΛΟΣ ΚΕΡΚΥΡΑΣ ,Κέρκυρα,,Αθλητισμός,Κολύμβηση,,,www.naok.gr,,Λεωφ.Δημοκρατίας      ,,(26610) 30470,,,,,,,,,omospondia,,,
ΑΟΠ ΜΟΣΧΑΤΟΥ,ΑΘΗΝΑ,,Αθλητισμός,Volley,,,www.moschato-volley.gr,,ΕΥΤΥΧΙΑΣ 14,,2109429886,,,,,,,,,espeda.gr,,,
ΜΕΛΑΣ ΑΓ.ΕΛΕΥΘΕΡΙΟΣ,ΑΘΗΝΑ,ΠΕΙΡΑΙΑΣ,Αθλητισμός,Volley,,,www.melasoagioseleutherios.gr,,ΙΕΡ.ΝΑΟΣ ΕΥΑΓΓ/ΣΜΟΥ ΤΗΣ ΘΕΟΤΟΚΟΥ ,,2105445926,,,,,,,,,espeda.gr,,,
Ιππικός Όμιλος Mega Sport,Αθήνα,,Αθλητισμός,Ιππασία,,,www.megasports.gr,,,,,,,,,,,,,http://www.athensattica.gr/el/,,,
"Α.Σ. ΓΡΕΒΕΝΩΝ  ""ΜΕΓΑΛΕΞΑΝΔΡΟΣ"" Κ.Σ. ",Γρεβενά,,Αθλητισμός,Κολύμβηση,,,www.megalexandros.gr,,ΗΛ.ΦΑΣΣΑ & ΑΝΩΝΥΜΟΥ 51,,,info@megalexandros.gr,,,,,,,,omospondia,,,
ΜΑΚΕΔΟΝΙΚΟΣ ΑΠΣ ΝΕΑΠΟΛΗΣ,Θεσσαλονίκη,Νεάπολη Θεσ.,Αθλητισμός,Κολύμβηση,,,www.makedonikoswim.gr,,Κολυμβ.Νεάπολης   ,,(2310)   636368,info@makedonikoswim.gr,,,,,,,,omospondia,,,
ΑΟ ΛΕΟΝΤΕΣ ΚΑΜΙΝΙΩΝ,ΑΘΗΝΑ,ΑΛΙΜΟΣ,Αθλητισμός,Volley,,,www.leonteskaminiwn.blogspot.gr,,ΘΗΡΑΣ  79,,,,,,,,,,,espeda.gr,,,
ΛΑΡΙΣΑΪΚΟΣ - ΤΙΤΑΝΕΣ Α.Ο.,Λάρισα,,Αθλητισμός,Κολύμβηση,,,www.larisaikos-titanes.gr/,,Πραξαγόρα 1,,(2410)   537554,info@larisaikos-titanes.gr,,,,,,,,omospondia,,,
ΑΣΦΠ ΚΡΟΝΟΣ ΑΓ.ΑΝΑΡΓΥΡΩΝ,ΑΘΗΝΑ,ΝΕΑ ΣΜΥΡΝΗ,Αθλητισμός,Volley,,,www.kronosvolley.webnode.gr,,Χίου  15,,,,,,,,,,,espeda.gr,,,
KRAV MAGA PROTECTION VOLOS,Βόλος,,Πολεμικές τέχνες,,,,www.kravmagapro.gr,https://www.polemikes-tehnes.gr/pics/logos/b/201681175921243.jpg,,,, info@kravmagapro.gr,,,,,,,,polemikes-texnes.gr,,,
ΚΡΑΒ ΜΑΓΚΑ,ΗράκλειοΚρήτης,,Πολεμικές τέχνες,,,,www.kravmagaline.gr/,https://www.polemikes-tehnes.gr/pics/logos/b/11.jpg,,,, nickverjudo@gmail.com,,,,,,,,polemikes-texnes.gr,,,
ΚRAV MAGA GLOBAL ΧΑΝΙΑ,Χανιά,,Πολεμικές τέχνες,,,,www.krav-maga-chania.gr ,https://www.polemikes-tehnes.gr/pics/logos/b/2015523141652611.jpg,,,, kravmagachania@yahoo.com,,,,,,,,polemikes-texnes.gr,,,
ΚΟΛΥΜΒΗΤΙΚΟΣ ΟΜΙΛΟΣΗΡΑΚΛΕΙΟΥ,Ηράκλειο,,Αθλητισμός,Κολύμβηση,,,www.koh.gr,,Σπύρου Μουστακλή - Λίντο  ,,(2810) 250666,info@koh.gr,,,,,,,,omospondia,,,
ΚΟΛΥΜΒΗΤΙΚΟΣ ΟΜΙΛΟΣ ΑΡΚΑΔΙΑΣ ΤΡΙΠΟΛΗ ,Τρίπολη,,Αθλητισμός,Κολύμβηση,,,www.koat.gr,,Ουάσιγκτων & Δημητσάνης 1,,(6944) 841093,koatripoli@gmail.com  ,,,,,,,,omospondia,,,
Shogun Heraklion Judo,Ηράκλειο,,Πολεμικές τέχνες,,,,www.judokidsheraklion.gr/,https://www.polemikes-tehnes.gr/pics/logos/b/12.jpg,,,, nickverjudo@gmail.com,,,,,,,,polemikes-texnes.gr,,,
ΗΡΑΚΛΗΣ ΓΥΜΝΑΣΤΙΚΟΣ ΣΥΛΛΟΓΟΣ,Θεσσαλονίκη,,Αθλητισμός,Κολύμβηση,,,www.iraklis.org,,Αγ.Δημητρίου 159Α'    ,,(2310) 207715,info@iraklis.org,,,,,,,,omospondia,,,
Ιππικός Όμιλος Βορείων Προαστίων,Αθήνα,,Αθλητισμός,Ιππασία,,,www.iovop.gr,,,,,,,,,,,,,http://www.athensattica.gr/el/,,,
ΓΣ ΗΛΙΟΥΠΟΛΗΣ,ΑΘΗΝΑ,ΠΕΡΑΜΑ,Αθλητισμός,Volley,,,www.ilioupolis-ac.gr,,ΤΥΡΤΑΙΟΥ 1-3,,2109954145,,,,,,,,,espeda.gr,,,
ΑΕ ΙΚΑΡΟΥ-ΚΑΛΛΙΘΕΑΣ,ΑΘΗΝΑ,ΑΙΓΑΛΕΩ,Αθλητισμός,Volley,,,www.ikaroskallitheas.gr,,ΛΕΩΦ.ΑΜΦΙΘΕΑΣ 167,,2109852175,,,,,,,,,espeda.gr,,,
ΙΑΣΟΝΑΣ Γ.Α.Σ.,Αθήνα,Νίκαια,Αθλητισμός,Κολύμβηση,,,www.iasonas.gr,,Πέτρου Ράλλη 125     ,,(210) 4910620,,,,,,,,,omospondia,,,
Ιππικός Όμιλος Μεσογείων,Αθήνα,,Αθλητισμός,Ιππασία,,,www.horseriders.gr,,,,,,,,,,,,,http://www.athensattica.gr/el/,,,
Ελληνική Ομοσπονδία Ιππασίας,Αθήνα,,Αθλητισμός,Ιππασία,,,www.hef.gr,,,,,,,,,,,,,http://www.athensattica.gr/el/,,,
ΓΣ ΠΕΡΑΜΑΤΟΣ ΕΡΜΗΣ,ΑΘΗΝΑ,,Αθλητισμός,Volley,,,www.gsperamatosermis.gr,,25ΗΣ ΜΑΡΤΙΟΥ 7Α,,2104023444,,,,,,,,,espeda.gr,,,
ΓΣ ΑΓ.ΑΝΑΡΓΥΡΩΝ,ΑΘΗΝΑ,ΚΟΡΥΔΑΛΛΟΣ,Αθλητισμός,Volley,,,www.gsaavolley.gr/,,Λεωφ.Δημοκρατίας & Βαλτετσίου  1,,,,,,,,,,,espeda.gr,,,
