School,City,Perioxi,Category,Subcategory,Organization,Facebook,Website,Logo,Address,TK,Phone,email,Courses,Place,Rensponsible,Description,Verified,map block field,έτος ίδρυσης,data origin,mobile
Α.Σ. ΚΡΑΤΑΙΟΣ,Αθήνα,ΓΛΥΦΑΔΑ,Πολεμικές τέχνες,,,www.facebook.com/%CE%9A%CE%A1%CE%91%CE%A4%CE%91%CE%99%CE%9F%CE%A3-%CE%91%CE%98%CE%9B%CE%97%CE%A4%CE%99%CE%9A%CE%9F-%CE%A3%CE%A9%CE%9C%CE%91%CE%A4%CE%95%CE%99%CE%9F-300521006643426/,www.krataios.gr/,https://www.polemikes-tehnes.gr/pics/logos/b/20171121213918198.png,,,210 9638930, info@krataios.gr,,,,,,,,Polemikes-technes.gr,
Α.Σ. ΜΑΚΕΔΟΝΕΣ ΑΞΙΟΥ,Θεσσαλονίκη,Κύμινα,Αθλητισμός,Volley,,,,,,,,,,,,,,,,,
Α.Σ. ΜΑΚΕΔΟΝΕΣ ΑΞΙΟΥ,Θεσσαλονίκη,Κύμινα,Αθλητισμός,Volley,,,,,,,,,,,,,,,1998,,
Α.Σ. ΜΑΚΕΔΩΝ ΑΜΠΕΛΟΚΗΠΩΝ,Θεσσαλονίκη,ΑΜΠΕΛΟΚΗΠΟΙ,Αθλητισμός,Volley,,,,,,,,,,,,,,,,,
Α.Σ. ΜΑΚΕΔΩΝ ΑΜΠΕΛΟΚΗΠΩΝ,Θεσσαλονίκη,ΑΜΠΕΛΟΚΗΠΟΙ,Αθλητισμός,Volley,,,,,,,,,,,,,,,1989,,
Α.Σ. ΜΑΧΗΤΕΣ ΑΓΙΟΥ ΔΗΜΗΤΡΙΟΥ,Αθήνα,,Πολεμικές τέχνες,,,,,,,,,,,,,,,,,wefit.gr,
Α.Σ. ΜΑΧΗΤΕΣ ΑΓΙΟΥ ΔΗΜΗΤΡΙΟΥ,Αθήνα,,Πολεμικές τέχνες,,,,,,,,,,,,,,,,,wefit.gr,
Α.Σ. ΜΑΧΗΤΕΣ ΠΕΥΚΩΝ,Θεσσαλονίκη,Πεύκα,Αθλητισμός,Volley,,,,,,,,,,,,,,,,,
Α.Σ. ΜΑΧΗΤΕΣ ΠΕΥΚΩΝ,Θεσσαλονίκη,Πεύκα,Αθλητισμός,Volley,,,,,,,,,,,,,,,1996,,
Α.Σ. ΜΑΧΗΤΙΚΗ ΑΚΑΔΗΜΙΑ ΠΛΑΤΩΝΟΣ,,,Πολεμικές τέχνες,,,www.facebook.com/mahitikiakadimia/timeline,,https://www.polemikes-tehnes.gr/pics/logos/b/2015818115620162.jpg,,,, kosrimbaud@gmail.com,,,,,,,,Polemikes-technes.gr,
Α.Σ. ΜΑΧΗΤΙΚΩΝ ΑΘΛΗΜΑΤΩΝ Η ΓΕΦΥΡΑ,Θεσσαλονίκη,Γέφυρα,Πολεμικές τέχνες,,,www.facebook.com/stavros.gouroutzas?fref=ts,,https://www.polemikes-tehnes.gr/pics/logos/b/201592125729247.jpg,,,2310 715789, a.s.m.agefyrazol@hotmail.com,,,,,,,,Polemikes-technes.gr,
Α.Σ. ΝΕΑΠΟΛΗ ΛΑΚΩΝΙΑΣ,Λακωνία,,Πολεμικές τέχνες,,,www.facebook.com/karate.jujitsu.7,,https://www.polemikes-tehnes.gr/pics/logos/b/201592112322772.jpg,,,, il.manolakos@yahoo.gr,,,,,,,,Polemikes-technes.gr,
Α.Σ. ΝΙΚΗ,Αθήνα,ΙΛΙΟΝ,Πολεμικές τέχνες,,,https://www.facebook.com/pages/%CE%91%CE%A3-%CE%9D%CE%99%CE%9A%CE%97-%CE%99%CE%9B%CE%99%CE%9F%CE%A5/131264033715210?sk=timeline,,,Αγίου Φανουρίου 49,13522,,,,,,,,,,wefit.gr,
Α.Σ. ΝΙΚΗ,Αθήνα,ΙΛΙΟΝ,Πολεμικές τέχνες,,,https://www.facebook.com/pages/%CE%91%CE%A3-%CE%9D%CE%99%CE%9A%CE%97-%CE%99%CE%9B%CE%99%CE%9F%CE%A5/131264033715210?sk=timeline,,,Αγίου Φανουρίου 49,13522,,,,,,,,,,wefit.gr,
Α.Σ. ΝΙΚΗ,Αθήνα,ΙΛΙΟΝ,Πολεμικές τέχνες,,,https://www.facebook.com/pages/%CE%91%CE%A3-%CE%9D%CE%99%CE%9A%CE%97-%CE%99%CE%9B%CE%99%CE%9F%CE%A5/131264033715210?sk=timeline,,,Αγίου Φανουρίου 49,13522,,,,,,,,,,wefit.gr,
Α.Σ. ΝΙΚΗ,Αθήνα,ΙΛΙΟΝ,Πολεμικές τέχνες,,,https://www.facebook.com/pages/%CE%91%CE%A3-%CE%9D%CE%99%CE%9A%CE%97-%CE%99%CE%9B%CE%99%CE%9F%CE%A5/131264033715210?sk=timeline,,,Αγίου Φανουρίου 49,13522,,,,,,,,,,wefit.gr,
Α.Σ. ΝΙΚΟΜΑΧΟΣ ΒΟΛΟΥ,Βόλος,,Πολεμικές τέχνες,,,www.facebook.com/www.nikomahos.gr/?ref=hl,www.nikomahos.gr/,https://www.polemikes-tehnes.gr/pics/logos/b/20179172213868.jpg,,,24210 48482, dimtoris@yahoo.gr,,,,,,,,Polemikes-technes.gr,
Α.Σ. ΟΔΥΣΣΕΑΣ,,,Πολεμικές τέχνες,,,,,https://www.polemikes-tehnes.gr/pics/logos/b/201782994630670.jpg,,,,,,,,,,,,Polemikes-technes.gr,
Α.Σ. ΟΙ ΚΟΥΡΗΤΕΣ-ΑΛΕΞΑΝΔΡΟΣ ΠΕΤΡΟΥ,Αθήνα,Τρείς Γέφυρες,Πολεμικές τέχνες,,,www.facebook.com/pages/%CE%A3%CF%87%CE%BF%CE%BB%CE%AE-%CE%A0%CE%BF%CE%BB%CE%B5%CE%BC%CE%B9%CE%BA%CF%8E%CE%BD-%CE%A4%CE%B5%CF%87%CE%BD%CF%8E%CE%BD-KaliArnisEscrima-Philipino-Jeet-Kune-Do/289628341087148,arnis.gr/,https://www.polemikes-tehnes.gr/pics/logos/b/20138511348440.jpg,,,, info@alekospetrou.gr,,,,,,,,Polemikes-technes.gr,
Α.Σ. ΟΛΥΜΠΟΣ ,Θεσσαλονίκη,Ελευθέριο Κορδελιό,Αθλητισμός,Volley,,,,,,,,,,,,,,,,,
Α.Σ. ΠΑΝΟΡΑΜΑ,Θεσσαλονίκη,Πανόραμα,Αθλητισμός,Volley,,,,,,,,,,,,,,,,,
Α.Σ. Παρθενών Κορυδαλλού SKIF,Αθήνα,Κορυδαλλός,Πολεμικές τέχνες,Karate,,https://www.facebook.com/%CE%91%CE%A3%CE%A0%CE%B1%CF%81%CE%B8%CE%B5%CE%BD%CF%89%CE%BD-%CE%9A%CE%BF%CF%81%CF%85%CE%B4%CE%B1%CE%BB%CE%BB%CE%BF%CF%8D-SKIF-526846907651194/,,http://www.fightsports.gr/wp-content/uploads/2018/02/parthenon-koridallou-logo.jpg,,,2114 082 415,ninapri40@gmail.com,,,,,,,,fightsports.gr,6907 011 607
Α.Σ. ΠΗΛΕΑΣ,Αθήνα,ΜΕΤΑΜΟΡΦΩΣΗ,Πολεμικές τέχνες,Tae Kwon Do,,,,,,,,,,,,,,,,,
Α.Σ. ΠΟΛΕΜΙΚΩΝ ΤΕΧΝΩΝ ΖΕΥΣ ΡΟΔΟΥ,,,Πολεμικές τέχνες,,,,,https://www.polemikes-tehnes.gr/pics/logos/b/201552313588365.jpg,,,, gkanos133@gmail.com ,,,,,,,,Polemikes-technes.gr,
Α.Σ. ΠΟΛΥΜΑΧΟΝ ΠΕΤΡΟΥΠΟΛΗΣ,Αθήνα,ΠΕΤΡΟΥΠΟΛΗ,Πολεμικές τέχνες,,,,,https://www.polemikes-tehnes.gr/pics/logos/b/201322811542542.jpg,,,2105018585, ,,,,,,,,Polemikes-technes.gr,
Α.Σ. ΠΟΣΕΙΔΩΝ ΜΗΧΑΝΙΩΝΑΣ,Θεσσαλονίκη,Μηχανιώνα,Αθλητισμός,Volley,,,,,,,,,,,,,,,1947,,
Α.Σ. ΠΡΩΤΕΑΣ ΙΩΑΝΝΙΝΩΝ,,,Πολεμικές τέχνες,,,,,https://www.polemikes-tehnes.gr/pics/logos/b/2013313161949741.jpg,,,,,,,,,,,,Polemikes-technes.gr,
Α.Σ. ΠΥΓΜΗ,Αθήνα,Καλογρέζα-Νέα Ιωνία,Πολεμικές τέχνες,,,https://www.facebook.com/groups/1394979094050387/,,,Βυζαντίου 121,14233,,nikosmrc@yahoo.gr,,,,,,,,wefit.gr,
Α.Σ. ΠΥΡΣΟΣ,Αθήνα,Ν. ΗΡΑΚΛΕΙΟ,Πολεμικές τέχνες,,,https://www.facebook.com/pages/Tang-Soo-Do-Pyrsos-AC/251016628273818,http://www.pyrsos.gr/,,Κολοκοτρώνη 56,14121,,info@pyrsos.gr,,,,,,,,wefit.gr,
Α.Σ. ΡΟΔΟΥ SHOTOKAN KARATE DO,Ρόδος,Ανάληψη,Πολεμικές τέχνες,Karate,,www.facebook.com/%CE%91%CE%A3-%CE%A1%CE%9F%CE%94%CE%9F%CE%A5-SHOTOKAN-KARATE-567364899950173/,karatenet.gr,https://www.polemikes-tehnes.gr/pics/logos/b/201799142013611.png,,,, info@karatenet.gr,,,,,,,,Polemikes-technes.gr,
Α.Σ. Ρυθμός & Κίνηση,Αθήνα,ΓΑΛΑΤΣΙ-main,Αθλητισμός,ΡΥΘΜΙΚΗ - ΕΝΟΡΓΑΝΗ,,,http://www.rythmoskaikinisi.gr/,,Ωρωπού & Ανδρεοπούλου 9,11146,,,,,,,,,,wefit.gr,
Α.Σ. Σεπολίων Αριστίων,Αθήνα,Σεπόλια,Πολεμικές τέχνες,Tae Kwon Do,,https://www.facebook.com/ARISTION.CLUB/,,http://www.fightsports.gr/wp-content/uploads/2016/11/aristion-logo.jpg,,,210 51 50 069,info@aristion.gr,,,,,,,,fightsports.gr,6977 790 941
Α.Σ. Σεπολίων Αριστίων,Αθήνα,Σεπόλια,Πολεμικές τέχνες,Tae Kwon Do,,https://www.facebook.com/ARISTION.CLUB/,www.aristion.gr,http://www.fightsports.gr/wp-content/uploads/2016/11/aristion-logo.jpg,,,210 51 50 069,,,,,,,,,fightsports.gr,6977 790 941
Α.Σ. ΣΩΜΑΤΙΚΗΣ ΔΙΑΠΛΑΣΗΣ ΠΕΙΡΑΙΑ BODY ART GYM,Αθήνα,ΚΑΜΙΝΙΑ,ΓΥΜΝΑΣΤΗΡΙΟ,,,https://www.facebook.com/pages/BODY-ART-GYM/42085967205?fref=ts,,,Κυπρίων Αγωνιστών 8Β,18541,,themistaktikos@gmail.com,,,,,,,,wefit.gr,
Α.Σ. ΤΑΕΚΒΟΝΤΟ ΔΥΝΑΜΗ ΜΑΡΚΟΠΟΥΛΟΥ,Αθήνα,ΜΑΡΚΟΠΟΥΛΟ,Πολεμικές τέχνες,Tae Kwon Do,,www.facebook.com/ilias.kolovos.10,www.dunamimarkopoulou.com/,https://www.polemikes-tehnes.gr/pics/logos/b/201799153916661.jpg,,,229 9112804, tkd_kolobos1970@yahoo.gr,,,,,,,,Polemikes-technes.gr,
Α.Σ. ΤΑΕΚΒΟΝΤΟ ΗΡΑΚΛΕΙΟΥ,Ηράκλειο Κρήτης,,Πολεμικές τέχνες,Tae Kwon Do,,www.facebook.com/iraklio.brazilianjiujitsu?ref=br_rs,www.fci.gr,https://www.polemikes-tehnes.gr/pics/logos/b/14.jpg,,,2810228384, tasoslouf@hotmail.com,,,,,,,,Polemikes-technes.gr,
Α.Σ. ΤΑΕΚΒΟΝΤΟ ΚΕΦΑΛΟΝΙΑΣ,Αργοστόλι,,Πολεμικές τέχνες,,,www.facebook.com/groups/137140946349959/?fref=ts,,https://www.polemikes-tehnes.gr/pics/logos/b/20159179393140.jpg,,,, ,,,,,,,,Polemikes-technes.gr,
Α.Σ. ΤΑΕΚΒΟΝΤΟ ΧΡΥΣΟΥΠΟΛΗΣ,Χαλκιδική,Χρυσούπολη,Πολεμικές τέχνες,Tae Kwon Do,,www.facebook.com/AS-TAEKWONDO-CHRISOUPOLIS-111783680830/,taekwondo-theodorou.blogspot.gr,https://www.polemikes-tehnes.gr/pics/logos/b/2017917213847353.jpg,,,, astkdchrisoupolis@yahoo.gr,,,,,,,,Polemikes-technes.gr,
Α.Σ. ΤΑΪ ΤΣΙ ΤΣΟΥΑΝ ΑΘΗΝΑΣ,Αθήνα,Ν. Ηράκλειο,Πολεμικές τέχνες,,,www.facebook.com/TaiChiChuanAthens,taichiathens.gr,https://www.polemikes-tehnes.gr/pics/logos/b/2015822124613338.jpg,,,210 7648126, taichiathens@gmail.com,,,,,,,,Polemikes-technes.gr,
Α.Σ. ΤΖΟΥΝΤΟ ΒΡΙΛΗΣΣΙΩΝ ΤΟΚΑΙ,Αθήνα,ΒΡΙΛΗΣΣΙΑ,Πολεμικές τέχνες,,,https://www.facebook.com/pages/TOKAI-%CE%91%CE%A3-judo-%CE%92%CF%81%CE%B9%CE%BB%CE%B7%CF%83%CF%83%CE%AF%CF%89%CE%BD/197352470437754,http://tokai.gr/joomla/index.php,,Αγίου Αντωνιου 57,15235,,,,,,,,,,wefit.gr,
Α.Σ. ΤΙΤΑΝΑΣ ΕΥΟΣΜΟΥ ,Θεσσαλονίκη,ΕΥΟΣΜΟΣ,Αθλητισμός,Volley,,,,,,,,,,,,,,,2011,,
Α.Σ. ΦΑΕΘΩΝ ΘΕΣΣΑΛΟΝΙΚΗΣ,Θεσσαλονίκη,Νεάπολη,Πολεμικές τέχνες,,,www.facebook.com/pages/Ninjutsu-Ju-Jitsu-%CE%98%CE%B5%CF%83%CF%83%CE%B1%CE%BB%CE%BF%CE%BD%CE%AF%CE%BA%CE%B7-%CE%91%CE%A3-%CE%A6%CE%B1%CE%AD%CE%B8%CF%89%CE%BD/188676331150829,www.ninpo.gr,https://www.polemikes-tehnes.gr/pics/logos/b/201308163648869.jpg,,,, ninpogr@gmail.com,,,,,,,,Polemikes-technes.gr,
Α.Σ. Φλόγα Ζωής Γαλατσιου,Αθήνα,Πόρτο Ράφτη,,,,https://www.facebook.com/pages/AA-Waterski-Portorafti/914313718585143?fref=ts,http://www.prski.gr/#,,Λεωφόρος Αυλακίου Αγ.Μαρίνα,19003,,info@prski.gr,,,,,,,,wefit.gr,
Α.Σ. ΧΑΛΚΟΔΟΥΣ,,,Πολεμικές τέχνες,,,,,https://www.polemikes-tehnes.gr/pics/logos/b/201592113334788.jpg,,,, Zgikas77@gmail.com,,,,,,,,Polemikes-technes.gr,
Α.Σ. ΩΡΑΙΟΚΑΣΤΡΟ  ,Θεσσαλονίκη,ΩΡΑΙΟΚΑΣΤΡΟ,Αθλητισμός,Volley,,,,,,,,,,,,,,,,,
Α.Σ. ΩΡΙΩΝ,Αθήνα,ΑΛΙΜΟΣ-main,Πολεμικές τέχνες,,,https://www.facebook.com/pages/%CE%91%CE%A3-%CE%A9%CE%A1%CE%99%CE%A9%CE%9D/181863531864142,http://www.asorion.gr/,,Μεσολογγίου 20,17456,,,,,,,,,,wefit.gr,
Α.Σ. ΩΡΙΩΝ,Αθήνα,ΧΑΪΔΑΡΙ,Πολεμικές τέχνες,,,https://www.facebook.com/inikites,,,Ιθακής 5,12461,,,,,,,,,,wefit.gr,
Α.Σ. ΩΡΙΩΝ,Αθήνα,Άλιμος - 2.Βλάση Γαβριηλίδη 16,Πολεμικές τέχνες,Tae Kwon Do,,https://www.facebook.com/pages/%CE%91%CE%A3-%CE%A9%CE%A1%CE%99%CE%A9%CE%9D/181863531864142?sk=timeline,,http://www.fightsports.gr/wp-content/uploads/2014/09/15268_461529547230871_1041302152_n.jpg,,,210 99 41 448 - 211 40 41 540,,,,,,,,,fightsports.gr,
Α.Σ. ΩΡΙΩΝΑΣ,Αθήνα,Παγκράτι,Πολεμικές τέχνες,Aikido,,,,,,,,,,,,,,,,,
"Α.Σ.""ΑΚΑΔΗΜΙΕΣ ΠΡΩΤΑΘΛΗΤΩΝ""",Θεσσαλονίκη,,Αθλητισμός,Τένις,,,,,,,,,,,,,,,,,
Α.Σ.Taekwondo Νέας Ιωνίας (ΚΑΚΑΡΕΛΗ),Αθήνα,Νέα Ιωνία,Πολεμικές τέχνες,Tae Kwon Do,,https://www.facebook.com/groups/TAEKWONDONEASIONIAS/?fref=ts,,http://www.fightsports.gr/wp-content/uploads/2014/09/13401374_1118070148216371_130518072_n.jpg,,,210 27 73 303,kakarelizoi@hotmail.com,,,,,,,,fightsports.gr,6974 830 319
Α.Σ.Α. ΘΕΣ/ΝΙΚΗΣ,Θεσσαλονίκη,,Αθλητισμός,Τένις,,,,,,,,,,,,,,,,,
Α.Σ.Α.Α. ΖΕΦΥΡΟΣ 02,Θεσσαλονίκη,Περαία,Αθλητισμός,Volley,,,,,,,,,,,,,,,,,
Α.Σ.Α.ΠΑΝΟΡΑΜΑΤΟΣ,Θεσσαλονίκη,,Αθλητισμός,Τένις,,,,,,,,,,,,,,,,,
Α.Σ.Ατλας Aikido Zanshin Dojo,Αθήνα,Νέα Ιωνία,Πολεμικές τέχνες,,,https://www.facebook.com/fanis.kokolis.1,http://www.aikidozanshin.gr/,,Παλαιολόγου 25,14233,,info@aikidozanshin.gr,,,,,,,,wefit.gr,
Α.Σ.Γ.Α. ΠΑΜΜΑΧΟΝ - Α.Σ. POWER CENTER,Θεσσαλονίκη,Μελισσοχώρι,Πολεμικές τέχνες,,,,,https://www.polemikes-tehnes.gr/pics/logos/b/2017821224425683.jpg,,,, arisganis@yahoo.gr,,,,,,,,Polemikes-technes.gr,
Α.Σ.Κ. ΛΑΓΚΑΔΑ,Θεσσαλονίκη,Λαγκαδάς,Αθλητισμός,Volley,,,,,,,,,,,,,,,,,
Α.Σ.ΚΕΡΑΜΙΚΟΣ,,,Πολεμικές τέχνες,,,www.facebook.com/www.realkungfu.gr/,www.realkungfu.gr,https://www.polemikes-tehnes.gr/pics/logos/b/20168291102109.jpg,,,, doukasyingjaw@gmail.com,,,,,,,,Polemikes-technes.gr,
Α.Σ.Μέγας Αλέξανδρος,Αθήνα,ΓΑΛΑΤΣΙ-main,,,,https://www.facebook.com/groups/213435074145/,http://www.megasalexandros.gr/,,Ελευθέριου Βενιζέλου 21,11147,,,,,,,,,,wefit.gr,
Α.Σ.Π. ΙΩΝΕΣ,Αθήνα,Νέα Ιωνία,Αθλητισμός,Volley,,,http://www.aspiones.gr/index.html,,Τζαβέλα 2 & Kάλβου 5ο Γυμνάσιο,14231,,aspiones@yahoo.gr,,,,,,,,wefit.gr,
Α.Σ.ΠΟΛΕΜΙΚΩΝ ΤΕΧΝΩΝ ΚΑΒΑΛΑΣ,Καβάλα,,Πολεμικές τέχνες,,,www.facebook.com/Jiujitsu-temple-boxing-313196402115331/timeline/,www.jiujitsu-iai.com/index.htm,https://www.polemikes-tehnes.gr/pics/logos/b/201595175545573.jpg,,,, barberis59@yahoo.gr,,,,,,,,Polemikes-technes.gr,
ΑΓ.ΒΑΡΒΑΡΑ,Αθήνα,,Αθλητισμός,Volley,,,,,,,,,,,,,,,,,
ΑΓΕΜΣ ΣΠΑΡΤΑΚΟΣ,Θεσσαλονίκη,,Αθλητισμός,Στίβος,,,,,,,,,,,,,,,,,
"ΑΓΟ Δ.
  ΑΤΤΙΚΗΣ Ο ΠΟΣΕΙΔΩΝ",Αθήνα,ΠΕΡΙΣΤΕΡΙ,Πολεμικές τέχνες,Tae Kwon Do,,,,,,,,,,,,,,,,,
ΑΓΟΓ ΕΥΡΥΑΛΗ,Αθήνα, ΓΛΥΦΑΔΑ,Αθλητισμός,Volley,,,  www.evriali.gr,, Σ.ΒΕΜΠΟ & ΠΑΛΜΥΡΑΣ ,, 2109642335,,,,,,,,,,
ΑΓΣ ΑΡΤΕΜΙΣ,Αθήνα, ΝΙΚΑΙΑ,Αθλητισμός,Volley,,,  www.artemisvolley.gr,, ΠΑΤΡΟΚΛΟΥ 29,, 2104950389,,,,,,,,,,
ΑΓΣ ΔΙΑΣ ΣΟΧΟΥ,Θεσσαλονίκη,,Αθλητισμός,Στίβος,,,,,,,,,,,,,,,,,
"ΑΓΣ ΤΑΕΚΒΟΝΤΟ
  ΚΟΡΥΔΑΛΛΟΥ",Αθήνα,ΚΟΡΥΔΑΛΛΟΣ,Πολεμικές τέχνες,Tae Kwon Do,,,,,,,,,,,,,,,,,
Αδέσποτος Αθηνών,Αθήνα,,,,,,,,,,,,,,,,,,,,
"ΑΕ ""Αθηνά"" Μαγκουφάνας 2004",Αθήνα,Πεύκης,Αθλητισμός,Volley,,,,,,,,,,,,,,,,,
ΑΕ Αγίας Παρασκευής,Αθήνα, ΑΓΙΑ ΠΑΡΑΣΚΕΥΗ,Αθλητισμός,Volley,,,,,,,,,,,,,,,,,
ΑΕ ΑΙΟΛΟΣ-ΤΑΥΡΟΣ,Αθήνα, ΤΑΥΡΟΣ,Αθλητισμός,Volley,,,,, ΑΓ.ΓΕΩΡΓΙΟΥ  4,, 2103426016,,,,,,,,,,
ΑΕ Αμπελοκήπων,Αθήνα,Γουδί,Αθλητισμός,Volley,,,,,,,,,,,,,,,,,
ΑΕ ΑΡΜΕΝΙΚΗ,Αθήνα, ΝΙΚΑΙΑ,Αθλητισμός,Volley,,,,, ΜΥΛΑΣΣΩΝ 18,, 2104929465,,,,,,,,,,
ΑΕ Γκράβας,Αθήνα,Γκράβας,Αθλητισμός,Volley,,,,,,,,,,,,,,,,,
ΑΕ Γκύζη Πολυγώνου,Αθήνα,Γουδί,Αθλητισμός,Volley,,,,,,,,,,,,,,,,,
ΑΕ ΕΥΡΙΠΙΔΗΣ,Αθήνα, ΣΑΛΑΜΙΝΑ,Αθλητισμός,Volley,,,,, Ι.ΜΕΤΑΞΑ 1,,,,,,,,,,,,
ΑΕ ΙΚΑΡΟΥ-ΚΑΛΛΙΘΕΑΣ,Αθήνα, Π.ΦΑΛΗΡΟ,Αθλητισμός,Volley,,,  www.ikaroskallitheas.gr,, ΛΕΩΦ.ΑΜΦΙΘΕΑΣ 167,, 2109852175,,,,,,,,,,
ΑΕ ΚΑΛΑΜΑΡΙΑΣ «ΑΓ.ΝΙΚΟΛΑΟΣ»,Θεσσαλονίκη,,Αθλητισμός,Κολύμβηση,,,,,,,,,,,,,,,,,
ΑΕ ΡΕΝΤΗ,Αθήνα, ΡΕΝΤΗ,Αθλητισμός,Volley,,,,, ΝΑΞΟΥ 41,, 2104280807,,,,,,,,,,
ΑΕΓ ΑΙΞΩΝΗ,Αθήνα, ΓΛΥΦΑΔΑ,Αθλητισμός,Volley,,,  www.aixwni.gr,, ΜΥΚΗΝΩΝ 27,, 2109605336,,,,,,,,,,
ΑΕΚ,Αθήνα,Σχολικό Συγκρότημα Ν.Φιλαδέλφειας,Αθλητισμός,Volley,,,,,,,,,,,,,,,,,
ΑΕΣ Ένωση Γαλατσίου,Αθήνα,ΓΑΛΑΤΣΙ-main,Αθλητισμός,Volley,ΑΕΣ Ένωση Γαλατσίου,,,,,,,,,,,,,,,,
ΑΕΣ Ιάσων Κολωνού,Αθήνα,,Αθλητισμός,Volley,,,,,,,,,,20 Γυμνάσιο Αγ.Νικολάου,,,,,,,
"ΑΘΗΝΑΪΚΟΣ ΑΣ
  TAEKWON-DO",Αθήνα,,Πολεμικές τέχνες,Tae Kwon Do,,,,,,,,,,,,,,,,,
"ΑΘΛ. ΣΥΛ.
  ΣΕΠΟΛΙΩΝ «ΑΡΙΣΤΙΩΝ» ΤΑΕΚΒΟΝΤΟ",Αθήνα,ΣΕΠΟΛΙΑ,Πολεμικές τέχνες,Tae Kwon Do,,,,,,,,,,,,,,,,,
"ΑΘΛ. ΣΩΜ.
  ΟΛΥΜΠΙΑΚΟΥ ΧΩΡΙΟΥ «ΦΟΙΒΟΣ»",Αθήνα,ΟΛΥΜΠΙΑΚΟ ΧΩΡΙΟ,Πολεμικές τέχνες,Tae Kwon Do,,,,,,,,,,,,,,,,,
"ΑΘΛHTΙΚΟΣ
  ΣΥΛΛΟΓΟΣ ΠΑΙΑΝΙΑΣ  – Ο ΚΤΗΣΙΦΩΝ",Αθήνα,ΠΑΙΑΝΙΑ,Πολεμικές τέχνες,Tae Kwon Do,,,,,,,,,,,,,,,,,
"ΑΘΛΗΤΙΚΗ
   ΔΥΝΑΜΗ (ΘΕΡΜΗΣ)",Θεσσαλονίκη,ΘΕΡΜΗ,Πολεμικές τέχνες,Tae Kwon Do,,,,,,,,,,,,,,,,,
"ΑΘΛΗΤΙΚΗ
  ΑΚΑΔΗΜΙΑ ΤΑΕΚΒΟΝΤΟ & ΓΥΜΝΑΣΤΙΚΗΣ (ΡΥΘΜΟΣ)",Αθήνα,ΠΕΡΙΣΤΕΡΙ,Πολεμικές τέχνες,Tae Kwon Do,,,,,,,,,,,,,,,,,
"ΑΘΛΗΤΙΚΗ
  ΚΙΝΗΣΗ ΑΜΠΕΛΟΚΗΠΩΝ",Θεσσαλονίκη,,Πολεμικές τέχνες,Tae Kwon Do,,,,,,,,,,,,,,,,,
ΑΘΛΗΤΙΚΗ  ΔΥΝΑΜΗ (ΘΕΡΜΗΣ),Θεσσαλονίκη,ΘΕΡΜΗ,Αθλητισμός,Tae Kwon Do,,,,,,,,,,,,,,,,,
"ΑΘΛΗΤΙΚΗ ΑΚΑΔΗΜΙΑ ΑΝΤΙΣΦΑΙΡΙΣΗΣ ΑΛΙΜΟΥ
ΚΟΛΟΚΟΤΡΩΝΗ 22 ΑΡΓΥΡΟΥΠΟΛΗ Τ.Κ. 16451",Αθήνα,,Αθλητισμός,Τένις,,,,,,,"210 9622128
210 9230628",,,,κα. ΝΤΕΓΙΑΝΝΗ ΣΟΦΙΑ,,,,,http://www.iaenosi.gr/sillogoi-tennis.html,
Αθλητικη Ενωση Νεας Κρηνης - Krini FC,Θεσσαλονίκη,ΚΑΛΑΜΑΡΙΑ,Αθλητισμός,Ποδόσφαιρο,none,https://www.facebook.com/aenkrinis/,,,,,,,,,,,,,,,
ΑΘΛΗΤΙΚΗ ΚΙΝΗΣΗ ΑΜΠΕΛΟΚΗΠΩΝ,Θεσσαλονίκη,,Αθλητισμός,Tae Kwon Do,,,,,,,,,,,,,,,,,
"ΑΘΛΗΤΙΚΟ
  ΚΕΝΤΡΟ TAΕΚΒΟΝΤΟ ΚΑΤΩ ΤΟΥΜΠΑΣ ΘΕΣΣΑΛΟΝΙΚΗΣ",Θεσσαλονίκη,,Πολεμικές τέχνες,Tae Kwon Do,,,,,,,,,,,,,,,,,
"ΑΘΛΗΤΙΚΟ
  ΚΕΝΤΡΟ ΕΥΚΑΡΠΙΑΣ ΑΘΛΗΣΙΣ",Θεσσαλονίκη,ΕΥΚΑΡΠΙΑ,Πολεμικές τέχνες,Tae Kwon Do,,,,,,,,,,,,,,,,,
"ΑΘΛΗΤΙΚΟ
  ΣΩΜΑΤΕΙΟ  ΜΠΟΥΝΤΟ ΘΕΣΣΑΛΟΝΙΚΗΣ ",Θεσσαλονίκη,ΠΥΛΑΙΑ,Πολεμικές τέχνες,Tae Kwon Do,,,,,,,,,,,,,,,,,
"ΑΘΛΗΤΙΚΟ
  ΣΩΜΑΤΕΙΟ  ΤΑΕΚΒΟΝΤΟ ΧΟΥΑΡΑΝΓΚ (ΜΑΧΗΤΕΣ)",Θεσσαλονίκη,ΕΥΟΣΜΟΣ,Πολεμικές τέχνες,Tae Kwon Do,,,,,,,,,,,,,,,,,
"ΑΘΛΗΤΙΚΟ
  ΣΩΜΑΤΕΙΟ ΑΕΤΟΣ",Θεσσαλονίκη,ΘΕΡΜΗ,Πολεμικές τέχνες,Tae Kwon Do,,,,,,,,,,,,,,,,,
